tract_geoid,microtype,datetime,utc_offset,interval_minutes,cnt_tmcs,V1_aggflow_plph,V1_aggdensity_plpm,V1_aggspeed_mph,V5_aggflow_plph,V5_aggdensity_plpm,V5_aggspeed_mph,,,,,V1_aggflow_plph,V5_aggflow_plph,,,sum,,total vehicles ,,avg total vehicles
13001950100,6,9/1/2019 0:00,-04:00,15,11,4.4416,0.0715,62.08,17.8356,0.2872,62.11,,,,,307732.042,394698.7222,,,702430.7642,,175607.6911,,1929.754847
13001950100,6,9/1/2019 0:15,-04:00,15,11,7.7756,0.1202,64.68,25.177,0.3891,64.7,,,,,,,,,,,,,
13001950100,6,9/1/2019 0:30,-04:00,15,11,7.4005,0.1133,65.34,23.9602,0.3666,65.36,,,,,,,,,,,,,
13001950100,6,9/1/2019 0:45,-04:00,15,11,1.0401,0.0166,62.72,6.0027,0.0955,62.85,,,,,,,,,,,,,
13001950100,6,9/1/2019 1:00,-04:00,15,11,1.8203,0.0286,63.55,11.9398,0.1879,63.55,,,,,,,,,,,,,
13001950100,6,9/1/2019 1:15,-04:00,15,11,5.9675,0.1028,58.03,39.0404,0.6725,58.05,,,,,,,,,,,,,
13001950100,6,9/1/2019 1:30,-04:00,15,11,0.9932,0.016,62.05,5.9281,0.0954,62.11,,,,,,,,,,,,,
13001950100,6,9/1/2019 1:45,-04:00,15,11,0.0509,0.0009,54.68,0.0617,0.0011,54.68,,,,,,,,,,,,,
13001950100,6,9/1/2019 2:00,-04:00,15,11,0,0,,0,0,,,,,,,,,,,,,,
13001950100,6,9/1/2019 2:15,-04:00,15,11,6.9241,0.1144,60.52,27.1432,0.4502,60.3,,,,,,,,,,,,,
13001950100,6,9/1/2019 2:30,-04:00,15,11,2.0298,0.0322,63.08,3.6434,0.0578,63.08,,,,,,,,,,,,,
13001950100,6,9/1/2019 2:45,-04:00,15,11,3.1248,0.0509,61.34,21.5215,0.3508,61.34,,,,,,,,,,,,,
13001950100,6,9/1/2019 3:00,-04:00,15,11,0,0,,0,0,,,,,,,,,,,,,,
13001950100,6,9/1/2019 3:15,-04:00,15,11,1.3765,0.0215,63.88,3.0484,0.0477,63.88,,,,,,,,,,,,,
13001950100,6,9/1/2019 3:30,-04:00,15,11,2.4783,0.0394,62.87,17.0691,0.2715,62.87,,,,,,,,,,,,,
13001950100,6,9/1/2019 3:45,-04:00,15,11,0,0,,0,0,,,,,,,,,,,,,,
13001950100,6,9/1/2019 4:00,-04:00,15,11,0.2998,0.0055,54.5,0.4052,0.0074,54.5,,,,,,,,,,,,,
13001950100,6,9/1/2019 4:15,-04:00,15,11,8.0663,0.1549,52.09,50.9926,0.98,52.03,,,,,,,,,,,,,
13001950100,6,9/1/2019 4:30,-04:00,15,11,2.3153,0.0383,60.4,12.7456,0.2108,60.46,,,,,,,,,,,,,
13001950100,6,9/1/2019 4:45,-04:00,15,11,0.2998,0.0055,54.5,0.4052,0.0074,54.5,,,,,,,,,,,,,
13001950100,6,9/1/2019 5:00,-04:00,15,11,11.0059,0.193,57.04,15.4558,0.2676,57.76,,,,,,,,,,,,,
13001950100,6,9/1/2019 5:15,-04:00,15,11,16.8838,0.2957,57.09,37.7268,0.6451,58.48,,,,,,,,,,,,,
13001950100,6,9/1/2019 5:30,-04:00,15,11,8.873,0.1625,54.6,11.851,0.2168,54.67,,,,,,,,,,,,,
13001950100,6,9/1/2019 5:45,-04:00,15,11,13.7779,0.2438,56.52,22.6313,0.3912,57.85,,,,,,,,,,,,,
13001950100,6,9/1/2019 6:00,-04:00,15,11,22.3751,0.3982,56.2,27.1641,0.4799,56.6,,,,,,,,,,,,,
13001950100,6,9/1/2019 6:15,-04:00,15,11,25.9262,0.4545,57.04,32.6566,0.5598,58.33,,,,,,,,,,,,,
13001950100,6,9/1/2019 6:30,-04:00,15,11,27.1182,0.4721,57.44,34.9063,0.5935,58.82,,,,,,,,,,,,,
13001950100,6,9/1/2019 6:45,-04:00,15,11,31.8596,0.5653,56.36,53.4454,0.9275,57.62,,,,,,,,,,,,,
13001950100,6,9/1/2019 7:00,-04:00,15,11,35.2006,0.6357,55.37,40.0771,0.7197,55.69,,,,,,,,,,,,,
13001950100,6,9/1/2019 7:15,-04:00,15,11,31.0859,0.5704,54.49,35.6032,0.6531,54.51,,,,,,,,,,,,,
13001950100,6,9/1/2019 7:30,-04:00,15,11,42.3034,0.7587,55.75,57.4996,1.0162,56.58,,,,,,,,,,,,,
13001950100,6,9/1/2019 7:45,-04:00,15,11,34.8659,0.6317,55.19,39.2626,0.7078,55.47,,,,,,,,,,,,,
13001950100,6,9/1/2019 8:00,-04:00,15,11,35.9091,0.633,56.73,47.913,0.8348,57.39,,,,,,,,,,,,,
13001950100,6,9/1/2019 8:15,-04:00,15,11,26.7195,0.4924,54.26,31.2539,0.575,54.36,,,,,,,,,,,,,
13001950100,6,9/1/2019 8:30,-04:00,15,11,38.0467,0.7018,54.22,59.061,1.0937,54,,,,,,,,,,,,,
13001950100,6,9/1/2019 8:45,-04:00,15,11,29.3965,0.5348,54.97,32.9758,0.5971,55.22,,,,,,,,,,,,,
13001950100,6,9/1/2019 9:00,-04:00,15,11,31.3506,0.5773,54.3,37.1167,0.6824,54.39,,,,,,,,,,,,,
13001950100,6,9/1/2019 9:15,-04:00,15,11,34.1346,0.6226,54.83,37.0071,0.6729,54.99,,,,,,,,,,,,,
13001950100,6,9/1/2019 9:30,-04:00,15,11,44.6062,0.7967,55.99,47.72,0.8395,56.84,,,,,,,,,,,,,
13001950100,6,9/1/2019 9:45,-04:00,15,11,51.4687,0.8286,62.11,67.185,1.0455,64.26,,,,,,,,,,,,,
13001950100,6,9/1/2019 10:00,-04:00,15,11,30.032,0.5526,54.35,36.5553,0.6715,54.44,,,,,,,,,,,,,
13001950100,6,9/1/2019 10:15,-04:00,15,11,36.014,0.6336,56.84,42.8702,0.7566,56.66,,,,,,,,,,,,,
13001950100,6,9/1/2019 10:30,-04:00,15,11,34.326,0.6315,54.35,41.3609,0.7607,54.37,,,,,,,,,,,,,
13001950100,6,9/1/2019 10:45,-04:00,15,11,36.202,0.6571,55.1,39.9622,0.7216,55.38,,,,,,,,,,,,,
13001950100,6,9/1/2019 11:00,-04:00,15,11,38.3342,0.6818,56.22,44.068,0.7819,56.36,,,,,,,,,,,,,
13001950100,6,9/1/2019 11:15,-04:00,15,11,34.1004,0.6246,54.6,38.1219,0.6972,54.68,,,,,,,,,,,,,
13001950100,6,9/1/2019 11:30,-04:00,15,11,39.6527,0.7106,55.8,48.2188,0.8537,56.48,,,,,,,,,,,,,
13001950100,6,9/1/2019 11:45,-04:00,15,11,39.2396,0.7162,54.79,41.9385,0.7683,54.58,,,,,,,,,,,,,
13001950100,6,9/1/2019 12:00,-04:00,15,11,51.9707,0.9289,55.95,58.7809,1.0435,56.33,,,,,,,,,,,,,
13001950100,6,9/1/2019 12:15,-04:00,15,11,46.3322,0.8357,55.44,52.3642,0.9381,55.82,,,,,,,,,,,,,
13001950100,6,9/1/2019 12:30,-04:00,15,11,48.0705,0.8731,55.06,49.698,0.8986,55.31,,,,,,,,,,,,,
13001950100,6,9/1/2019 12:45,-04:00,15,11,42.5917,0.7645,55.71,46.4515,0.8319,55.84,,,,,,,,,,,,,
13001950100,6,9/1/2019 13:00,-04:00,15,11,38.8046,0.7001,55.43,42.5216,0.7647,55.61,,,,,,,,,,,,,
13001950100,6,9/1/2019 13:15,-04:00,15,11,42.507,0.7744,54.89,45.6138,0.8309,54.9,,,,,,,,,,,,,
13001950100,6,9/1/2019 13:30,-04:00,15,11,42.0563,0.7533,55.83,43.8085,0.7803,56.15,,,,,,,,,,,,,
13001950100,6,9/1/2019 13:45,-04:00,15,11,33.7037,0.6201,54.35,40.1266,0.7371,54.44,,,,,,,,,,,,,
13001950100,6,9/1/2019 14:00,-04:00,15,11,36.6694,0.6744,54.37,41.8194,0.768,54.45,,,,,,,,,,,,,
13001950100,6,9/1/2019 14:15,-04:00,15,11,57.3309,1.0194,56.24,74.2265,1.3066,56.81,,,,,,,,,,,,,
13001950100,6,9/1/2019 14:30,-04:00,15,11,49.9859,0.8754,57.1,61.4317,1.0599,57.96,,,,,,,,,,,,,
13001950100,6,9/1/2019 14:45,-04:00,15,11,45.1299,0.8227,54.86,54.4526,0.988,55.12,,,,,,,,,,,,,
13001950100,6,9/1/2019 15:00,-04:00,15,11,46.6548,0.8505,54.86,50.7348,0.9226,54.99,,,,,,,,,,,,,
13001950100,6,9/1/2019 15:15,-04:00,15,11,43.3749,0.7977,54.37,48.458,0.8901,54.44,,,,,,,,,,,,,
13001950100,6,9/1/2019 15:30,-04:00,15,11,51.7857,0.9648,53.67,57.5566,1.071,53.74,,,,,,,,,,,,,
13001950100,6,9/1/2019 15:45,-04:00,15,11,57.4382,1.0469,54.86,60.4686,1.0952,55.21,,,,,,,,,,,,,
13001950100,6,9/1/2019 16:00,-04:00,15,11,52.0167,0.9386,55.42,56.7098,1.0187,55.67,,,,,,,,,,,,,
13001950100,6,9/1/2019 16:15,-04:00,15,11,49.9208,0.9187,54.34,54.002,0.9926,54.41,,,,,,,,,,,,,
13001950100,6,9/1/2019 16:30,-04:00,15,11,49.9208,0.9187,54.34,54.002,0.9926,54.41,,,,,,,,,,,,,
13001950100,6,9/1/2019 16:45,-04:00,15,11,49.9208,0.9187,54.34,54.002,0.9926,54.41,,,,,,,,,,,,,
13001950100,6,9/1/2019 17:00,-04:00,15,11,57.323,1.0361,55.32,64.6232,1.1583,55.79,,,,,,,,,,,,,
13001950100,6,9/1/2019 17:15,-04:00,15,11,51.5276,0.9355,55.08,54.4598,0.9869,55.18,,,,,,,,,,,,,
13001950100,6,9/1/2019 17:30,-04:00,15,11,48.384,0.8904,54.34,52.8203,0.9709,54.4,,,,,,,,,,,,,
13001950100,6,9/1/2019 17:45,-04:00,15,11,48.384,0.8904,54.34,52.8203,0.9709,54.4,,,,,,,,,,,,,
13001950100,6,9/1/2019 18:00,-04:00,15,11,37.9848,0.6889,55.14,41.6153,0.7538,55.21,,,,,,,,,,,,,
13001950100,6,9/1/2019 18:15,-04:00,15,11,42.0736,0.7517,55.97,46.5881,0.8257,56.43,,,,,,,,,,,,,
13001950100,6,9/1/2019 18:30,-04:00,15,11,41.0811,0.7649,53.71,47.0011,0.8781,53.53,,,,,,,,,,,,,
13001950100,6,9/1/2019 18:45,-04:00,15,11,37.3281,0.683,54.65,40.9945,0.7495,54.7,,,,,,,,,,,,,
13001950100,6,9/1/2019 19:00,-04:00,15,11,21.4131,0.3934,54.43,28.3189,0.5194,54.52,,,,,,,,,,,,,
13001950100,6,9/1/2019 19:15,-04:00,15,11,29.6593,0.5304,55.92,41.6003,0.734,56.68,,,,,,,,,,,,,
13001950100,6,9/1/2019 19:30,-04:00,15,11,24.5205,0.4429,55.36,29.7188,0.534,55.66,,,,,,,,,,,,,
13001950100,6,9/1/2019 19:45,-04:00,15,11,23.4657,0.4286,54.75,28.1334,0.5132,54.82,,,,,,,,,,,,,
13001950100,6,9/1/2019 20:00,-04:00,15,11,20.8151,0.3845,54.14,23.4494,0.4308,54.44,,,,,,,,,,,,,
13001950100,6,9/1/2019 20:15,-04:00,15,11,21.5613,0.3905,55.21,28.9459,0.5225,55.4,,,,,,,,,,,,,
13001950100,6,9/1/2019 20:30,-04:00,15,11,17.2145,0.3162,54.44,21.5835,0.3956,54.56,,,,,,,,,,,,,
13001950100,6,9/1/2019 20:45,-04:00,15,11,23.6366,0.4248,55.65,32.7091,0.5798,56.41,,,,,,,,,,,,,
13001950100,6,9/1/2019 21:00,-04:00,15,11,15.9793,0.2799,57.1,20.7703,0.3584,57.96,,,,,,,,,,,,,
13001950100,6,9/1/2019 21:15,-04:00,15,11,21.7616,0.3813,57.07,28.3169,0.4923,57.52,,,,,,,,,,,,,
13001950100,6,9/1/2019 21:30,-04:00,15,11,13.4149,0.2436,55.08,18.9033,0.3414,55.36,,,,,,,,,,,,,
13001950100,6,9/1/2019 21:45,-04:00,15,11,13.5211,0.2423,55.79,18.9561,0.3365,56.34,,,,,,,,,,,,,
13001950100,6,9/1/2019 22:00,-04:00,15,11,8.3113,0.1422,58.45,18.8807,0.3145,60.04,,,,,,,,,,,,,
13001950100,6,9/1/2019 22:15,-04:00,15,11,5.9975,0.1049,57.19,14.2487,0.2445,58.28,,,,,,,,,,,,,
13001950100,6,9/1/2019 22:30,-04:00,15,11,7.7214,0.1311,58.9,17.2116,0.2854,60.31,,,,,,,,,,,,,
13001950100,6,9/1/2019 22:45,-04:00,15,11,12.9198,0.2472,52.26,23.8092,0.4573,52.07,,,,,,,,,,,,,
13001950100,6,9/1/2019 23:00,-04:00,15,11,3.9249,0.0788,49.8,4.0895,0.0834,49.03,,,,,,,,,,,,,
13001950100,6,9/1/2019 23:15,-04:00,15,11,16.0883,0.28,57.45,46.0072,0.8012,57.42,,,,,,,,,,,,,
13001950100,6,9/1/2019 23:30,-04:00,15,11,7.9366,0.14,56.67,8.7273,0.1549,56.35,,,,,,,,,,,,,
13001950100,6,9/1/2019 23:45,-04:00,15,11,12.1803,0.2022,60.22,34.5854,0.5734,60.32,,,,,,,,,,,,,
13001950100,6,9/2/2019 0:00,-04:00,15,11,21.0397,0.3895,54.02,53.0316,0.9862,53.77,,,,,,,,,,,,,
13001950100,6,9/2/2019 0:15,-04:00,15,11,1.0483,0.0185,56.61,5.8042,0.1025,56.62,,,,,,,,,,,,,
13001950100,6,9/2/2019 0:30,-04:00,15,11,0.2632,0.0048,54.68,0.3537,0.0065,54.68,,,,,,,,,,,,,
13001950100,6,9/2/2019 0:45,-04:00,15,11,1.4314,0.0231,62.01,7.8386,0.1264,62.04,,,,,,,,,,,,,
13001950100,6,9/2/2019 1:00,-04:00,15,11,5.4576,0.0946,57.66,21.1092,0.3675,57.43,,,,,,,,,,,,,
13001950100,6,9/2/2019 1:15,-04:00,15,11,2.827,0.0498,56.77,17.9387,0.3158,56.81,,,,,,,,,,,,,
13001950100,6,9/2/2019 1:30,-04:00,15,11,1.293,0.0244,52.89,1.7776,0.0336,52.85,,,,,,,,,,,,,
13001950100,6,9/2/2019 1:45,-04:00,15,11,0.1526,0.0028,54.68,0.2056,0.0038,54.68,,,,,,,,,,,,,
13001950100,6,9/2/2019 2:00,-04:00,15,11,0,0,,0,0,,,,,,,,,,,,,,
13001950100,6,9/2/2019 2:15,-04:00,15,11,0,0,,0,0,,,,,,,,,,,,,,
13001950100,6,9/2/2019 2:30,-04:00,15,11,0,0,,0,0,,,,,,,,,,,,,,
13001950100,6,9/2/2019 2:45,-04:00,15,11,4.9742,0.0876,56.78,32.5286,0.5724,56.82,,,,,,,,,,,,,
13001950100,6,9/2/2019 3:00,-04:00,15,11,1.5538,0.0284,54.74,3.458,0.0632,54.74,,,,,,,,,,,,,
13001950100,6,9/2/2019 3:15,-04:00,15,11,0,0,,0,0,,,,,,,,,,,,,,
13001950100,6,9/2/2019 3:30,-04:00,15,11,3.9381,0.0638,61.74,27.1231,0.4393,61.74,,,,,,,,,,,,,
13001950100,6,9/2/2019 3:45,-04:00,15,11,4.7562,0.0776,61.3,31.2176,0.5095,61.27,,,,,,,,,,,,,
13001950100,6,9/2/2019 4:00,-04:00,15,11,2.4228,0.0398,60.81,13.4082,0.2201,60.91,,,,,,,,,,,,,
13001950100,6,9/2/2019 4:15,-04:00,15,11,17.6432,0.305,57.85,50.8682,0.8803,57.79,,,,,,,,,,,,,
13001950100,6,9/2/2019 4:30,-04:00,15,11,4.6964,0.1035,45.38,30.4895,0.6747,45.19,,,,,,,,,,,,,
13001950100,6,9/2/2019 4:45,-04:00,15,11,2.5454,0.042,60.64,14.47,0.238,60.8,,,,,,,,,,,,,
13001950100,6,9/2/2019 5:00,-04:00,15,11,48.2247,0.7825,61.63,80.2112,1.2828,62.53,,,,,,,,,,,,,
13001950100,6,9/2/2019 5:15,-04:00,15,11,14.1228,0.2484,56.87,19.8365,0.3416,58.07,,,,,,,,,,,,,
13001950100,6,9/2/2019 5:30,-04:00,15,11,15.9536,0.3081,51.78,26.8627,0.538,49.93,,,,,,,,,,,,,
13001950100,6,9/2/2019 5:45,-04:00,15,11,19.7231,0.3557,55.45,27.0392,0.4744,57,,,,,,,,,,,,,
13001950100,6,9/2/2019 6:00,-04:00,15,11,81.5578,1.3888,58.73,130.4637,2.2035,59.21,,,,,,,,,,,,,
13001950100,6,9/2/2019 6:15,-04:00,15,11,42.0087,0.7281,57.7,56.6604,0.9692,58.46,,,,,,,,,,,,,
13001950100,6,9/2/2019 6:30,-04:00,15,11,41.3383,0.7395,55.9,55.7503,0.9981,55.86,,,,,,,,,,,,,
13001950100,6,9/2/2019 6:45,-04:00,15,11,45.0096,0.7775,57.89,61.3453,1.0485,58.51,,,,,,,,,,,,,
13001950100,6,9/2/2019 7:00,-04:00,15,11,43.0804,0.7604,56.65,48.5612,0.8476,57.29,,,,,,,,,,,,,
13001950100,6,9/2/2019 7:15,-04:00,15,11,54.8867,0.9221,59.52,71.8281,1.1762,61.07,,,,,,,,,,,,,
13001950100,6,9/2/2019 7:30,-04:00,15,11,49.1877,0.8246,59.65,60.0951,0.9921,60.57,,,,,,,,,,,,,
13001950100,6,9/2/2019 7:45,-04:00,15,11,59.5574,1.0336,57.62,80.2501,1.3673,58.69,,,,,,,,,,,,,
13001950100,6,9/2/2019 8:00,-04:00,15,11,42.4096,0.7657,55.39,53.9858,0.9624,56.09,,,,,,,,,,,,,
13001950100,6,9/2/2019 8:15,-04:00,15,11,32.2702,0.5939,54.33,37.4964,0.6891,54.42,,,,,,,,,,,,,
13001950100,6,9/2/2019 8:30,-04:00,15,11,32.1974,0.5926,54.33,37.6044,0.691,54.42,,,,,,,,,,,,,
13001950100,6,9/2/2019 8:45,-04:00,15,11,32.1974,0.5926,54.33,37.6044,0.691,54.42,,,,,,,,,,,,,
13001950100,6,9/2/2019 9:00,-04:00,15,11,48.3561,0.8913,54.26,57.8336,1.0668,54.21,,,,,,,,,,,,,
13001950100,6,9/2/2019 9:15,-04:00,15,11,60.0614,1.0662,56.33,66.8536,1.1907,56.15,,,,,,,,,,,,,
13001950100,6,9/2/2019 9:30,-04:00,15,11,57.5504,1.1539,49.87,70.0385,1.4216,49.27,,,,,,,,,,,,,
13001950100,6,9/2/2019 9:45,-04:00,15,11,55.1239,1.0597,52.02,69.3119,1.3751,50.41,,,,,,,,,,,,,
13001950100,6,9/2/2019 10:00,-04:00,15,11,39.9483,0.7237,55.2,47.6253,0.8577,55.53,,,,,,,,,,,,,
13001950100,6,9/2/2019 10:15,-04:00,15,11,54.2485,0.8676,62.52,72.1869,1.1154,64.72,,,,,,,,,,,,,
13001950100,6,9/2/2019 10:30,-04:00,15,11,44.1047,0.7891,55.89,46.0519,0.8314,55.39,,,,,,,,,,,,,
13001950100,6,9/2/2019 10:45,-04:00,15,11,47.2415,0.8198,57.63,50.9995,0.8844,57.67,,,,,,,,,,,,,
13001950100,6,9/2/2019 11:00,-04:00,15,11,75.6496,1.2431,60.85,88.8556,1.4336,61.98,,,,,,,,,,,,,
13001950100,6,9/2/2019 11:15,-04:00,15,11,55.9522,0.9486,58.98,75.5309,1.2339,61.21,,,,,,,,,,,,,
13001950100,6,9/2/2019 11:30,-04:00,15,11,43.137,0.7765,55.56,47.5637,0.8519,55.83,,,,,,,,,,,,,
13001950100,6,9/2/2019 11:45,-04:00,15,11,48.0589,0.8378,57.36,60.07,1.0283,58.42,,,,,,,,,,,,,
13001950100,6,9/2/2019 12:00,-04:00,15,11,62.0058,1.2618,49.14,77.1994,1.7474,44.18,,,,,,,,,,,,,
13001950100,6,9/2/2019 12:15,-04:00,15,11,54.6087,0.9872,55.32,58.2114,1.0501,55.43,,,,,,,,,,,,,
13001950100,6,9/2/2019 12:30,-04:00,15,11,76.9966,1.8317,42.04,88.0671,2.3164,38.02,,,,,,,,,,,,,
13001950100,6,9/2/2019 12:45,-04:00,15,11,64.2995,1.1054,58.17,70.4762,1.1998,58.74,,,,,,,,,,,,,
13001950100,6,9/2/2019 13:00,-04:00,15,11,48.4901,0.8719,55.61,52.0002,0.9337,55.69,,,,,,,,,,,,,
13001950100,6,9/2/2019 13:15,-04:00,15,11,41.7448,0.7644,54.61,47.4856,0.8676,54.73,,,,,,,,,,,,,
13001950100,6,9/2/2019 13:30,-04:00,15,11,42.6437,0.764,55.82,47.0986,0.8484,55.52,,,,,,,,,,,,,
13001950100,6,9/2/2019 13:45,-04:00,15,11,62.7688,1.0795,58.15,80.64,1.4116,57.13,,,,,,,,,,,,,
13001950100,6,9/2/2019 14:00,-04:00,15,11,56.716,0.9842,57.62,60.9852,1.0539,57.87,,,,,,,,,,,,,
13001950100,6,9/2/2019 14:15,-04:00,15,11,64.0137,1.1593,55.22,70.157,1.259,55.72,,,,,,,,,,,,,
13001950100,6,9/2/2019 14:30,-04:00,15,11,62.0395,1.0917,56.83,71.2734,1.2474,57.14,,,,,,,,,,,,,
13001950100,6,9/2/2019 14:45,-04:00,15,11,62.4263,1.0659,58.57,76.021,1.2692,59.9,,,,,,,,,,,,,
13001950100,6,9/2/2019 15:00,-04:00,15,11,80.385,1.2717,63.21,92.6777,1.4438,64.19,,,,,,,,,,,,,
13001950100,6,9/2/2019 15:15,-04:00,15,11,56.5011,1.0373,54.47,60.3961,1.1033,54.74,,,,,,,,,,,,,
13001950100,6,9/2/2019 15:30,-04:00,15,11,51.5023,0.9478,54.34,55.4225,1.019,54.39,,,,,,,,,,,,,
13001950100,6,9/2/2019 15:45,-04:00,15,11,58.7512,1.0851,54.14,62.4007,1.1496,54.28,,,,,,,,,,,,,
13001950100,6,9/2/2019 16:00,-04:00,15,11,75.1043,1.3744,54.65,86.1496,1.5839,54.39,,,,,,,,,,,,,
13001950100,6,9/2/2019 16:15,-04:00,15,11,87.4301,1.6132,54.2,107.6565,1.999,53.85,,,,,,,,,,,,,
13001950100,6,9/2/2019 16:30,-04:00,15,11,72.802,1.2753,57.08,79.274,1.379,57.49,,,,,,,,,,,,,
13001950100,6,9/2/2019 16:45,-04:00,15,11,61.2875,1.101,55.67,65.3576,1.1755,55.6,,,,,,,,,,,,,
13001950100,6,9/2/2019 17:00,-04:00,15,11,55.3565,1.0206,54.24,59.3578,1.0934,54.29,,,,,,,,,,,,,
13001950100,6,9/2/2019 17:15,-04:00,15,11,55.3565,1.0206,54.24,59.3578,1.0934,54.29,,,,,,,,,,,,,
13001950100,6,9/2/2019 17:30,-04:00,15,11,78.1294,2.5427,30.73,103.5426,3.9935,25.93,,,,,,,,,,,,,
13001950100,6,9/2/2019 17:45,-04:00,15,11,73.4796,1.5669,46.9,80.6893,1.7896,45.09,,,,,,,,,,,,,
13001950100,6,9/2/2019 18:00,-04:00,15,11,55.5884,1.1331,49.06,58.9299,1.2266,48.05,,,,,,,,,,,,,
13001950100,6,9/2/2019 18:15,-04:00,15,11,58.9962,1.1159,52.87,67.0228,1.2618,53.12,,,,,,,,,,,,,
13001950100,6,9/2/2019 18:30,-04:00,15,11,40.0573,0.7385,54.24,45.2021,0.8325,54.3,,,,,,,,,,,,,
13001950100,6,9/2/2019 18:45,-04:00,15,11,40.0573,0.7385,54.24,45.2021,0.8325,54.3,,,,,,,,,,,,,
13001950100,6,9/2/2019 19:00,-04:00,15,11,26.6513,0.4814,55.37,35.4296,0.6368,55.64,,,,,,,,,,,,,
13001950100,6,9/2/2019 19:15,-04:00,15,11,29.1411,0.5507,52.92,36.084,0.6857,52.62,,,,,,,,,,,,,
13001950100,6,9/2/2019 19:30,-04:00,15,11,27.4016,0.4937,55.5,36.8411,0.6601,55.81,,,,,,,,,,,,,
13001950100,6,9/2/2019 19:45,-04:00,15,11,29.8483,0.5475,54.51,37.7933,0.6916,54.65,,,,,,,,,,,,,
13001950100,6,9/2/2019 20:00,-04:00,15,11,19.9226,0.3671,54.27,25.0562,0.461,54.35,,,,,,,,,,,,,
13001950100,6,9/2/2019 20:15,-04:00,15,11,19.9226,0.3671,54.27,25.0562,0.461,54.35,,,,,,,,,,,,,
13001950100,6,9/2/2019 20:30,-04:00,15,11,25.3967,0.476,53.36,28.8705,0.5403,53.44,,,,,,,,,,,,,
13001950100,6,9/2/2019 20:45,-04:00,15,11,22.9933,0.4152,55.38,30.0831,0.541,55.61,,,,,,,,,,,,,
13001950100,6,9/2/2019 21:00,-04:00,15,11,17.9582,0.3396,52.89,28.5241,0.5448,52.36,,,,,,,,,,,,,
13001950100,6,9/2/2019 21:15,-04:00,15,11,12.6566,0.2328,54.37,19.5253,0.3588,54.42,,,,,,,,,,,,,
13001950100,6,9/2/2019 21:30,-04:00,15,11,12.6566,0.2328,54.37,19.5253,0.3588,54.42,,,,,,,,,,,,,
13001950100,6,9/2/2019 21:45,-04:00,15,11,14.4673,0.2608,55.48,23.0097,0.4134,55.66,,,,,,,,,,,,,
13001950100,6,9/2/2019 22:00,-04:00,15,11,11.7268,0.2112,55.51,28.7967,0.5145,55.97,,,,,,,,,,,,,
13001950100,6,9/2/2019 22:15,-04:00,15,11,9.9586,0.1953,50.98,24.011,0.4859,49.41,,,,,,,,,,,,,
13001950100,6,9/2/2019 22:30,-04:00,15,11,9.2027,0.1628,56.54,21.4881,0.3722,57.73,,,,,,,,,,,,,
13001950100,6,9/2/2019 22:45,-04:00,15,11,10.8693,0.188,57.8,21.5974,0.3635,59.41,,,,,,,,,,,,,
13001950100,6,9/2/2019 23:00,-04:00,15,11,1.6683,0.0305,54.61,4.6252,0.0847,54.61,,,,,,,,,,,,,
13001950100,6,9/2/2019 23:15,-04:00,15,11,3.7536,0.0649,57.79,10.1865,0.1751,58.19,,,,,,,,,,,,,
13001950100,6,9/2/2019 23:30,-04:00,15,11,27.4153,0.4382,62.57,51.5949,0.8059,64.02,,,,,,,,,,,,,
13001950100,6,9/2/2019 23:45,-04:00,15,11,31.0864,0.4941,62.92,54.5883,0.8647,63.13,,,,,,,,,,,,,
13001950100,6,9/3/2019 0:00,-04:00,15,11,14.0627,0.2365,59.45,35.1773,0.5912,59.5,,,,,,,,,,,,,
13001950100,6,9/3/2019 0:15,-04:00,15,11,0.0016,0,54.67,0.002,0,54.71,,,,,,,,,,,,,
13001950100,6,9/3/2019 0:30,-04:00,15,11,0.0016,0,54.67,0.002,0,54.71,,,,,,,,,,,,,
13001950100,6,9/3/2019 0:45,-04:00,15,11,6.1451,0.1042,58.97,40.6075,0.6886,58.97,,,,,,,,,,,,,
13001950100,6,9/3/2019 1:00,-04:00,15,11,2.764,0.0436,63.39,12.392,0.1956,63.37,,,,,,,,,,,,,
13001950100,6,9/3/2019 1:15,-04:00,15,11,3.591,0.0575,62.45,3.5763,0.0579,61.79,,,,,,,,,,,,,
13001950100,6,9/3/2019 1:30,-04:00,15,11,2.8738,0.0762,37.72,3.7905,0.1005,37.72,,,,,,,,,,,,,
13001950100,6,9/3/2019 1:45,-04:00,15,11,1.4598,0.0236,61.76,3.2328,0.0523,61.76,,,,,,,,,,,,,
13001950100,6,9/3/2019 2:00,-04:00,15,11,2.4941,0.0407,61.24,17.1778,0.2805,61.24,,,,,,,,,,,,,
13001950100,6,9/3/2019 2:15,-04:00,15,11,2.3327,0.0394,59.21,5.1661,0.0872,59.21,,,,,,,,,,,,,
13001950100,6,9/3/2019 2:30,-04:00,15,11,3.1131,0.0497,62.59,17.1658,0.2742,62.59,,,,,,,,,,,,,
13001950100,6,9/3/2019 2:45,-04:00,15,11,8.3552,0.1392,60.01,32.599,0.5437,59.96,,,,,,,,,,,,,
13001950100,6,9/3/2019 3:00,-04:00,15,11,0.3698,0.0059,62.32,0.3698,0.0059,62.32,,,,,,,,,,,,,
13001950100,6,9/3/2019 3:15,-04:00,15,11,0,0,,0,0,,,,,,,,,,,,,,
